year,province,mcpr_archange,p(1-x),provision_05,u(1-y),utilisation_25
2020,Adamawa,0.28999999,P1,153.35699,U1,10.051
2020,Centre,0.75999999,P1,1030.946,U1,31.365
2020,East,0.85000002,P1,604.10999,U1,44.099998
2020,Far North,0.34,P1,46.700001,U1,11.051
2020,Littoral,0.75,P1,390.02701,U1,35.419998
2020,North,0.34,P1,51.599998,U1,14.766
2020,Northwest,0.69999999,P1,214.151,U1,19.221001
2020,West,0.72000003,P1,837.82098,U1,41.499001
2020,South,0.5,P1,624.94,U1,13.839
2020,Southwest,0.64999998,P1,835.28699,U1,47.444
2020,Cameroon,0.66000003,P1,402.64801,U1,40.625
2021,Adamawa,,0.95P1,145.68915,0.75U1,7.53825
2021,Centre,,0.95P1,979.39868,0.75U1,23.52375
2021,East,,0.95P1,573.90448,0.75U1,33.075001
2021,Far North,,0.95P1,44.365002,0.75U1,8.28825
2021,Littoral,,0.95P1,370.52563,0.75U1,26.565001
2021,North,,0.95P1,49.02,0.75U1,11.0745
2021,Northwest,,0.95P1,203.44345,0.75U1,14.41575
2021,West,,0.95P1,795.92993,0.75U1,31.12425
2021,South,,0.95P1,593.69299,0.75U1,10.37925
2021,Southwest,,0.95P1,793.52264,0.75U1,35.583
2021,Cameroon,,0.95P1,382.51559,0.75U1,30.46875
2022,Adamawa,,0.95P2,138.40469,0.75U2,5.6536875
2022,Centre,,0.95P2,930.42877,0.75U2,17.642813
2022,East,,0.95P2,545.20929,0.75U2,24.80625
2022,Far North,,0.95P2,42.146751,0.75U2,6.2161875
2022,Littoral,,0.95P2,351.99936,0.75U2,19.92375
2022,North,,0.95P2,46.569,0.75U2,8.3058748
2022,Northwest,,0.95P2,193.27127,0.75U2,10.811812
2022,West,,0.95P2,756.13342,0.75U2,23.343187
2022,South,,0.95P2,564.00836,0.75U2,7.7844377
2022,Southwest,,0.95P2,753.8465,0.75U2,26.68725
2022,Cameroon,,0.95P2,363.38983,0.75U2,22.851563
2023,Adamawa,,0.95P3,131.48445,0.75U3,4.2402658
2023,Centre,,0.95P3,883.90735,0.75U3,13.232109
2023,East,,0.95P3,517.94879,0.75U3,18.604687
2023,Far North,,0.95P3,40.039413,0.75U3,4.6621408
2023,Littoral,,0.95P3,334.39941,0.75U3,14.942813
2023,North,,0.95P3,44.240551,0.75U3,6.2294064
2023,Northwest,,0.95P3,183.60771,0.75U3,8.1088591
2023,West,,0.95P3,718.32678,0.75U3,17.507391
2023,South,,0.95P3,535.80792,0.75U3,5.8383284
